,Year,DonorName,RecipientName,ProjectTitle,PurposeCode,ShortDescription,LongDescription,USD_Disbursement_Defl
1933,2019,United States,Pakistan,"Protection, Assistance and Solutions",72050,"PROTECTION, ASSISTANCE AND SOLUTIONS","72050. Protection, Assistance and Solutions. PROTECTION, ASSISTANCE AND SOLUTIONS. The provision of effective protection, assistance, and durable solutions for refugees, internally displaced persons (IDPs), and other victims of conflict and disasters.",0.143861
1934,2019,United States,Uganda,Regional Health Integration to Enhance Services in South West Uganda (RHITES-SW),13040,REGIONAL HEALTH INTEGRATION TO ENHANCE SERVICES IN SOUTH WEST UGANDA (RHITES-SW),"13040. Regional Health Integration to Enhance Services in South West Uganda (RHITES-SW). REGIONAL HEALTH INTEGRATION TO ENHANCE SERVICES IN SOUTH WEST UGANDA (RHITES-SW). The purpose of this activity is to secure services to support the design and implementation of a comprehensive, integrated investment in regional health, HIV/AIDS and nutrition assistance. This is one of three upcoming USAID Uganda activities for comprehensive regional health and HIV/AIDS programs to replace current programs that are ending in 2015.The activity purpose, which is increased utilization of health services, will be achieved through realizing measurable progress in the following five key results areas:-Increased availability of and accessibility to health services;-Improved quality of health services;-Increased availability of resources for public sector health services;-Improved organization and management of service delivery; and-Increased adoption of healthy behaviors and positive child development practices by communities in focus areas and target population groups.",0
1935,2019,International Bank for Reconstruction and Development,Jordan,Mitigate the Impact of Syrian Displacement on Jordan,72040,MITIGATE THE IMPACT OF SYRIAN DISPLACEMENT ON JORDAN,72040. Mitigate the Impact of Syrian Displacement on Jordan. MITIGATE THE IMPACT OF SYRIAN DISPLACEMENT ON JORDAN. Mitigate the Impact of Syrian Displacement on Jordan,0
1936,2019,International Bank for Reconstruction and Development,Ukraine,Serving People; Improving Health Project,12281,SERVING PEOPLE; IMPROVING HEALTH PROJECT,12281. Serving People; Improving Health Project. SERVING PEOPLE; IMPROVING HEALTH PROJECT. Serving People; Improving Health Project,24.455539
1937,2019,International Bank for Reconstruction and Development,El Salvador,Sustaining Social Gains for Economic Recovery,12240,SUSTAINING SOCIAL GAINS FOR ECONOMIC RECOVERY,12240. Sustaining Social Gains for Economic Recovery. SUSTAINING SOCIAL GAINS FOR ECONOMIC RECOVERY. Sustaining Social Gains for Economic Recovery,0
1938,2019,International Bank for Reconstruction and Development,Turkey,Health System Strengthening and Support Project,12220,HEALTH SYSTEM STRENGTHENING AND SUPPORT PROJECT,12220. Health System Strengthening and Support Project. HEALTH SYSTEM STRENGTHENING AND SUPPORT PROJECT. Health System Strengthening and Support Project,0.940822
1939,2019,International Bank for Reconstruction and Development,Brazil,BAHIA INCLUSION AND ECONOMIC DEVELOPMENT DPL,13020,BAHIA INCLUSION AND ECONOMIC DEVELOPMENT DPL,13020. BAHIA INCLUSION AND ECONOMIC DEVELOPMENT DPL. BAHIA INCLUSION AND ECONOMIC DEVELOPMENT DPL. BAHIA INCLUSION AND ECONOMIC DEVELOPMENT DPL,0
1940,2019,International Bank for Reconstruction and Development,Bolivia,Health Service Delivery Network Project,12230,HEALTH SERVICE DELIVERY NETWORK PROJECT,12230. Health Service Delivery Network Project. HEALTH SERVICE DELIVERY NETWORK PROJECT. Health Service Delivery Network Project,5.8466
1941,2019,International Bank for Reconstruction and Development,Turkey,Health Transition Project,12110,HEALTH TRANSITION PROJECT,12110. Health Transition Project. HEALTH TRANSITION PROJECT. Health Transition Project,0
1942,2019,International Bank for Reconstruction and Development,Papua New Guinea,GOVERNANCE PROMOTION ADJUSTMENT LOAN,12110,GOVERNANCE PROMOTION ADJUSTMENT LOAN,12110. GOVERNANCE PROMOTION ADJUSTMENT LOAN. GOVERNANCE PROMOTION ADJUSTMENT LOAN. GOVERNANCE PROMOTION ADJUSTMENT LOAN,0
1943,2019,International Bank for Reconstruction and Development,Indonesia,Investing in Nutrition and Early Years,12240,INVESTING IN NUTRITION AND EARLY YEARS,12240. Investing in Nutrition and Early Years. INVESTING IN NUTRITION AND EARLY YEARS. Investing in Nutrition and Early Years,30.132
1944,2019,International Bank for Reconstruction and Development,Serbia,Health Project (Serbia),12110,HEALTH PROJECT (SERBIA),12110. Health Project (Serbia). HEALTH PROJECT (SERBIA). Health Project (Serbia),0
1945,2019,International Bank for Reconstruction and Development,Philippines,Social Welfare Development and Reform II,12220,SOCIAL WELFARE DEVELOPMENT AND REFORM II,12220. Social Welfare Development and Reform II. SOCIAL WELFARE DEVELOPMENT AND REFORM II. Social Welfare Development and Reform II,0
1946,2019,International Bank for Reconstruction and Development,Brazil,Integrated Health and Water Management Project (SWAP),12262,INTEGRATED HEALTH AND WATER MANAGEMENT PROJECT (SWAP),12262. Integrated Health and Water Management Project (SWAP). INTEGRATED HEALTH AND WATER MANAGEMENT PROJECT (SWAP). Integrated Health and Water Management Project (SWAP),0
1947,2019,International Development Association,Nigeria,Nigeria- Accelerating Nutrition Results,12262,NIGERIA- ACCELERATING NUTRITION RESULTS,12262. Nigeria- Accelerating Nutrition Results. NIGERIA- ACCELERATING NUTRITION RESULTS. Nigeria- Accelerating Nutrition Results,3.85
1948,2019,International Development Association,Armenia,Health System Modernization Project (APL2) in Support of the Second Phase of the Health Sector Reform Program,12230,HEALTH SYSTEM MODERNIZATION PROJECT (APL2) IN SUPPORT OF THE SECOND PHASE OF THE HEALTH SECTOR REFORM PROGRAM,12230. Health System Modernization Project (APL2) in Support of the Second Phase of the Health Sector Reform Program. HEALTH SYSTEM MODERNIZATION PROJECT (APL2) IN SUPPORT OF THE SECOND PHASE OF THE HEALTH SECTOR REFORM PROGRAM. Health System Modernization Project (APL2) in Support of the Second Phase of the Health Sector Reform Program,0
1949,2019,International Development Association,Kenya,Health Rehabilitation Project,12110,HEALTH REHABILITATION PROJECT,12110. Health Rehabilitation Project. HEALTH REHABILITATION PROJECT. Health Rehabilitation Project,0
1950,2019,International Development Association,Guinea,Productive Social Safety Net Project,12240,PRODUCTIVE SOCIAL SAFETY NET PROJECT,12240. Productive Social Safety Net Project. PRODUCTIVE SOCIAL SAFETY NET PROJECT. Productive Social Safety Net Project,0.000944
1951,2019,International Development Association,Pakistan,National Immunization Support Project,12281,NATIONAL IMMUNIZATION SUPPORT PROJECT,12281. National Immunization Support Project. NATIONAL IMMUNIZATION SUPPORT PROJECT. National Immunization Support Project,0.670024
1952,2019,International Development Association,Samoa,Second Resilience Development Policy Operation with a Cat-DDO,12191,SECOND RESILIENCE DEVELOPMENT POLICY OPERATION WITH A CAT-DDO,12191. Second Resilience Development Policy Operation with a Cat-DDO. SECOND RESILIENCE DEVELOPMENT POLICY OPERATION WITH A CAT-DDO. Second Resilience Development Policy Operation with a Cat-DDO,0.701361
1953,2019,International Development Association,Uganda,DEVELOPMENT RESPONSE TO DISPLACEMENT IMPACTS PROJECT IN THE HOA,72010,DEVELOPMENT RESPONSE TO DISPLACEMENT IMPACTS PROJECT IN THE HOA,72010. DEVELOPMENT RESPONSE TO DISPLACEMENT IMPACTS PROJECT IN THE HOA. DEVELOPMENT RESPONSE TO DISPLACEMENT IMPACTS PROJECT IN THE HOA. DEVELOPMENT RESPONSE TO DISPLACEMENT IMPACTS PROJECT IN THE HOA,15.912192
1954,2019,International Development Association,Armenia,Structural Adjustment Technical Assistance Credit 2 (SATAC 2),12110,STRUCTURAL ADJUSTMENT TECHNICAL ASSISTANCE CREDIT 2 (SATAC 2),12110. Structural Adjustment Technical Assistance Credit 2 (SATAC 2). STRUCTURAL ADJUSTMENT TECHNICAL ASSISTANCE CREDIT 2 (SATAC 2). Structural Adjustment Technical Assistance Credit 2 (SATAC 2),0
1955,2019,International Development Association,Mali,Regional Disease Surveillance Systems Enhancement (REDISSE) Phase III,12250,REGIONAL DISEASE SURVEILLANCE SYSTEMS ENHANCEMENT (REDISSE) PHASE III,12250. Regional Disease Surveillance Systems Enhancement (REDISSE) Phase III. REGIONAL DISEASE SURVEILLANCE SYSTEMS ENHANCEMENT (REDISSE) PHASE III. Regional Disease Surveillance Systems Enhancement (REDISSE) Phase III,0.05903
1956,2019,International Development Association,India,Accelerating Universal Access to Early and Effective Tuberculosis Care,12220,ACCELERATING UNIVERSAL ACCESS TO EARLY AND EFFECTIVE TUBERCULOSIS CARE,12220. Accelerating Universal Access to Early and Effective Tuberculosis Care. ACCELERATING UNIVERSAL ACCESS TO EARLY AND EFFECTIVE TUBERCULOSIS CARE. Accelerating Universal Access to Early and Effective Tuberculosis Care,0
